title,url,artist,songwriter,composer,preview
求愛傍役,https://j-lyric.net/artist/a0631ed/l056312.html,葉加瀬冬雪(▽▲TRiNITY▲▽),YASUHIRO(康寛),YASUHIRO(康寛),ちんぷんかんの愛情劇注目！ドクドクドクと鳴 ...
旧江戸川,https://j-lyric.net/artist/a04cb91/l033f4b.html,ミドリカワ書房,緑川伸一,緑川伸一,学校をさぼった　いつもの道を左にそれてなんとなくこ ...
久遠,https://j-lyric.net/artist/a05eade/l05e67b.html,Sano ibuki,Sano,Sano,はじめから全部、全部やり直すならそれでも僕ら、出会 ...
久遠に咲く華,https://j-lyric.net/artist/a05ee94/l04b71e.html,城和泉正宗(大野柚布子)、桑名江(高橋李依)、牛王吉光(千菅春香)、小烏丸(大和田仁美)、七香(白石晴香),吉田詩織,Yocke,傷だらけでも立ち向かう華懸命に凛と咲いている激 ...
久遠に零れて,https://j-lyric.net/artist/a05b150/l0614ba.html,そこに鳴る,鈴木重厚,鈴木重厚,グラスにひとひら滴る雫で潤せてしまう僅かな乾き小さ ...
久遠の冀求,https://j-lyric.net/artist/a04da5a/l0410c4.html,milktub,高橋麗子,milktub,永き月夜に眠る扉閉ざした心に輝きの矢を放て...
久遠の光,https://j-lyric.net/artist/a063c45/l058502.html,鶴首(荒木健太朗),Cocoro.(Dream,堤功太(DreamMonster),血に染められた引き金をひくたび自分の罪を噛みしめる ...
救援メカのうた,https://j-lyric.net/artist/a050ba0/l0180c4.html,ねもとあゆみ,山本正之,山本正之,スロットマシンが回ったら 出発OKよどこでもいつで ...
9回目の別れ,https://j-lyric.net/artist/a03298e/l01b796.html,Natural Punch Drunker,井村,井村,そして今日最後の朝に泣いて別れ行く想像するに階段一 ...
九官鳥,https://j-lyric.net/artist/a022f7f/l000153.html,北条美樹,木下龍太郎,大沢浄二,あなたの愛から旅発つ午後は朝から無口な 九官鳥(き ...
救急戦隊ゴーゴーファイブ,https://j-lyric.net/artist/a05bd87/l03c891.html,ラジレンジャーレッド(鈴村健一),桑原永江,渡辺俊幸,待ってろよ　生きてろよ絶対そこにたどりつく大大 ...
救急箱,https://j-lyric.net/artist/a0081ea/l01d2e6.html,川村結花,川村結花,川村結花,君が傷みをこらえてる時は　いつも決まって言う言葉がある ...
究極…FIGHTING,https://j-lyric.net/artist/a05b88b/l060203.html,THE 虎牙道,結城アイラ,本田光史郎・星野孝文,絶対勝ちたい　只それだけ願いを込めた熱に浮かされ　 ...
究極アンバランス!,https://j-lyric.net/artist/a05d28d/l04fbf4.html,純情のアフィリア,志倉千代丸,志倉千代丸,この世界の毎日は　その全てがスペシャルキラキラ　ド ...
究極アンバランス!(TVSize),https://j-lyric.net/artist/a05d28d/l04ef57.html,純情のアフィリア,志倉千代丸,志倉千代丸,この世界の毎日は　その全てがスペシャルキラキラ　ド ...
究極キュート,https://j-lyric.net/artist/a000083/l008081.html,藤井隆,松本隆,筒美京平,指で作った双眼鏡で君の泣き顔いつも探したガード ...
Q極進化論,https://j-lyric.net/artist/a056cd1/l051917.html,れるりり,れるりり,れるりり,不安定な日常が無限ループしてる4小節ぐらいのストー ...
Q極進化論,https://j-lyric.net/artist/a0571cf/l051940.html,伊東歌詞太郎,れるりり,れるりり,不安定な日常が無限ループしてる4小節ぐらいのストー ...
究極超人あ～るのうた,https://j-lyric.net/artist/a004454/l008628.html,山本まさゆき,山本正之,山本正之,(アインス・ドゥーェ・トライチェティーレ・オー リ ...
究極の休日,https://j-lyric.net/artist/a05ae31/l05d59c.html,NakamuraEmi,NakamuraEmi・カワムラヒロシ,NakamuraEmi・カワムラヒロシ,墓場まで持ってく様な　恥ずかしい失敗を化けの皮が剥 ...
究極の聖戦,https://j-lyric.net/artist/a00111c/l0450de.html,串田アキラ,森雪乃丞,ZENTA,ガッ! ガッ! ガッ! ガッ! ガチだぜ!グン!  ...
究極の凡人,https://j-lyric.net/artist/a0516e8/l022086.html,タオルズ,西田遼二,西田遼二,欲ばればきりがないほど　欲望に僕はあふれて見上げれ ...
究極の闇,https://j-lyric.net/artist/a0035ba/l017aeb.html,坂井紀雄,村山,佐橋,ジャリビ・ギビジャリビ・ギベガギロ・バブ ...
究極のライバルペア,https://j-lyric.net/artist/a0600c5/l04c36f.html,桃城/海堂,三ツ矢雄二,坂部剛,【桃城・海堂】そっちがそういう手で来るのならこっち ...
究極! 無敵!! キュウレンジャー,https://j-lyric.net/artist/a05c717/l041198.html,幡野智宏(Project.R),歌菜子,原田謙太,ここから始まる　夢と希望の道を銀河の彼方へ繋いでい ...
窮屈で退屈,https://j-lyric.net/artist/a000da6/l024d17.html,山瀬まみ,まさごろ,羽田一郎,古いライト きしむフロア屋根裏でリズムきざむネズミ ...
きゅうくらりん,https://j-lyric.net/artist/a062b6d/l064c43.html,MORE MORE JUMP!,いよわ,いよわ,うるさく鳴いた文字盤を見てたきっときっと鏡越し　8 ...
休憩,https://j-lyric.net/artist/a000609/l002d33.html,河口恭吾,河口京吾,河口京吾,イライラするのはやめにしてひとまず一息入れようよ ...
休憩と宿泊,https://j-lyric.net/artist/a06568a/l05fb22.html,Laughing Hick,ホリウチコウタ,ホリウチコウタ,あなたに誘われたら彼との約束も飛ばして「ほら、何飲 ...
吸血鬼,https://j-lyric.net/artist/a00bdf1/l017623.html,PENICILLIN,HAKUEI,PENICILLIN,夜になると喉が渇くあの娘の綺麗な血が欲しい...
吸血鬼,https://j-lyric.net/artist/a05f9cc/l0559be.html,カンザキイオリ,カンザキイオリ,カンザキイオリ,俺は吸血鬼さいつから生きているのかすら忘れた血 ...
吸血鬼はAB型がお好き,https://j-lyric.net/artist/a04ce3a/l04b683.html,BIGMAMA,金井政人,BIGMAMA,AじゃなくてBはあり得ないOも違くてABがbett ...
吸血ヴィーナス,https://j-lyric.net/artist/a055197/l024cf0.html,セラフィム(日笠陽子)/サラスバティ(合田彩),中野愛子,水野大輔,月の影 起きたバトル走りだすデジタルビュー改革 ...
急行券とリズム,https://j-lyric.net/artist/a064406/l062451.html,Conton Candy,八島紬衣・鈴木楓華・鈴木彩楓,八島紬衣・鈴木楓華・鈴木彩楓,思いっきり走ったら何か変わるような気がした思い ...
急行電車,https://j-lyric.net/artist/a05be05/l043711.html,2,古舘佑太郎,"加藤""P助""綾太",今日は真っ白な角砂糖がパラパラ舞い落ちてコーヒーカ ...
急行ボーイ/各停ガール,https://j-lyric.net/artist/a05670b/l02906e.html,hotspring,イノクチタカヒロ,hotspring,女 各駅で一人ずつ 各駅に止まる分かってい ...
急行列車,https://j-lyric.net/artist/a04ae36/l01d177.html,マイ・ペース,山平和彦,山平和彦,ぶどう畑の　じゅうたんの上を急行列車は走るどこ ...
急行列車,https://j-lyric.net/artist/a05b0ca/l05ad2e.html,林部智史,林部智史,林部智史,二人の出逢いなんて　マイナスの方がいいのもう何も引 ...
BULB,https://j-lyric.net/artist/a0025ea/l013cc7.html,THE YELLOW MONKEY,吉井和哉,吉井和哉,"The smell of your hair, the ..."
求婚,https://j-lyric.net/artist/a000605/l01e9d5.html,五木ひろし,松本,玉置,ピール壜の口にライム入れ飲み干せば夏は君の背中 ...
求婚,https://j-lyric.net/artist/a063652/l059da3.html,Summer Eye,Summer,Summer,優しさや　思いやりさえ　成り行きで　はぐれていくこ ...
球根,https://j-lyric.net/artist/a0025ea/l0000c1.html,THE YELLOW MONKEY,吉井和哉,吉井和哉,髪の毛 手の平 愛の光夢より まばらな 淋しい熱  ...
球根,https://j-lyric.net/artist/a0006e4/l01d789.html,THE BACK HORN,吉井,吉井,髪の毛　手の平　愛の光夢より　まばらな　淋しい熱 ...
球根,https://j-lyric.net/artist/a053e39/l02bb3b.html,NoGoD,NoGoD,NoGoD,あいつが羨ましいな なんでも出来てしまうからまった ...
球魂～やる気・元気・その木の根っこ～,https://j-lyric.net/artist/a04a820/l015d0d.html,misono,misono,misono,ネガティブ<現実的ワガママ<こだわり勝手<自由 ...
九号車にて,https://j-lyric.net/artist/a06039b/l04ec6a.html,羽生まゐご,羽生まゐご,羽生まゐご,お前さん　お前さん手がかかる子だね結んで　開い ...
救済のEnde,https://j-lyric.net/artist/a064c06/l05ff92.html,天音かなた,sasakure.UK,sasakure.UK,ヒカリアレ　夢デアレコノウタニ　救イアレ「 ...
救済の技法,https://j-lyric.net/artist/a004c8e/l0082fb.html,平沢進,平沢進,平沢進,たじろげ壮絶かつ 空を舞うエレジーよ溺れるカーリー ...
九死一生,https://j-lyric.net/artist/a05b1bc/l059e15.html,あらき,ピノキオピー,ピノキオピー,ああ　もうああ　またか積みあげた努力　蹴り ...
旧市街,https://j-lyric.net/artist/a04efc1/l022dd8.html,People In The Box,Hatano,People,朝食に毒を密かに盛れながい土曜日を終わらせる為に ...
急斜面,https://j-lyric.net/artist/a0560d3/l03a125.html,乃木坂46,秋元康,FURUTA・Yasutaka.Ishio,君のマンションの近くまで自転車でやって来た今日 ...
九州GIRL,https://j-lyric.net/artist/a0023d3/l03ed7b.html,yozuca*,yozuca*,鈴木ぷよ,イェイ　夢追いかけ春4月イェイ　期待20%　不安8 ...
九州恋慕情,https://j-lyric.net/artist/a0005f8/l0368bd.html,氷川きよし,仁井谷俊也,大谷明裕,阿蘇の山なみ　遠くにみつめ訪ねてきたよ　火の国へ ...
九州育ち,https://j-lyric.net/artist/a002442/l0012c0.html,森高千里,森髙千里,斉藤英夫,飛行機見送るのもいいね 又遊びにおいでよきっと今度 ...
九州炭坑節,https://j-lyric.net/artist/a04aa4f/l00193c.html,福岡県民謡,福岡県民謡,福岡県民謡,月が出た出た 月が出たヨイヨイ三池炭坑の 上に出た ...
九州慕情―鹿児島本線―,https://j-lyric.net/artist/a0024d2/l0569bc.html,岡ゆう子,日野浦かなで,弦哲也,鹿児島本線　女の旅に小倉太鼓が　切なく響く車窓 ...
九州慕情―長崎本線―,https://j-lyric.net/artist/a0024d2/l0569ba.html,岡ゆう子,日野浦かなで,弦哲也,長崎本線　別れの旅は鳥栖を後にし　鍋島の夜ふた ...
九州慕情―日豊本線―,https://j-lyric.net/artist/a0024d2/l0569bb.html,岡ゆう子,日野浦かなで,弦哲也,日豊本線　しあわせ求め汽車に揺られる　ふたりの旅路 ...
九州まつり唄,https://j-lyric.net/artist/a05124c/l019452.html,ばってん荒川,小金井,弦,ヨイショ! ヨイショ! ヨイショ!ワッショイ ワッ ...
九州をどこまでも,https://j-lyric.net/artist/a000618/l03567f.html,DREAMS COME TRUE,吉田美和,吉田美和,今すぐに会いに行くよ　懐かしい顔が待つよ長いト ...
急所,https://j-lyric.net/artist/a01632b/l00b1f8.html,ゆらゆら帝国,坂本慎太郎,ゆらゆら帝国,君は わかんないものすごい 規格外君は立った ...
給食,https://j-lyric.net/artist/a05de06/l0447dd.html,坂田おさむ・星勝,大久保拓海(小1,つかもとひろあき,ほっぺたがスペースシャトルになってぶっとんでい ...
給食当番制反対,https://j-lyric.net/artist/a058578/l03a10d.html,大森靖子,大森靖子,大森靖子,久方のスマイル　ありったけの青に孤独のラード新鮮な ...
急ショック死寸前,https://j-lyric.net/artist/a061b57/l058066.html,オレンジスパイニクラブ,スズキナオト,スズキナオト,給食の匂いがしたガキの頃のあだ名は何？バントリ ...
救心,https://j-lyric.net/artist/a04f804/l02e17e.html,相対性理論,ティカ・α,ティカ・α/永井聖一,痛いのチクッてハートが ずきずきしてるの動悸が止ま ...
至心酩酊存在証明,https://j-lyric.net/artist/a05bd82/l042f25.html,サイダーガール,Yurin,知,嗚呼 磨り減った声がする僕はまだビリーバー子供 ...
休日,https://j-lyric.net/artist/a00002c/l006284.html,奥田民生,奥田民生,奥田民生,ここからずっと 離れたところわからないけど はるか ...
休日,https://j-lyric.net/artist/a000611/l009734.html,ポルノグラフィティ,岡野昭仁,AK.HOMMA,おだやかな午後 柔らかな日が差し込む今日は久しぶり ...
休日,https://j-lyric.net/artist/a00271b/l00fa9f.html,Dragon Ash,降谷建志,降谷建志,曲がりくねった山道の向こう　あの丘の上まで登って行こう ...
休日,https://j-lyric.net/artist/a04c9d1/l013732.html,秦基博,秦基博,秦基博,休日には種を植える 心が緑色に染まる君の好きだった ...
休日,https://j-lyric.net/artist/a00269d/l021771.html,西脇唯,西脇唯,西脇唯,雨あがりの　フェンスが光る川沿いの道　歩いてみた ...
休日,https://j-lyric.net/artist/a015329/l029dc3.html,FLOW,Kohshi,Takeshi,働く日々にDay Vacation のんびり過ごそう ...
休日,https://j-lyric.net/artist/a00f364/l02abda.html,童子-T,童子-T,童子-T/Hyrakane303,とびっきりの笑顔起こされる週末 眠い目こすって速攻出発 ...
休日,https://j-lyric.net/artist/a056dae/l02f118.html,SHISHAMO,宮崎朝子,宮崎朝子,何もすることがないから　とりあえず寝っころがるの昨 ...
休日,https://j-lyric.net/artist/a00734c/l046cac.html,THE BLUE HEARTS,真島昌利,真島昌利,いつの日か この町を出て行く 僕らだから...
休日,https://j-lyric.net/artist/a05b324/l049ea8.html,THE CHARM PARK,THE,THE,I don't believe in magicI ...
休日,https://j-lyric.net/artist/a064edb/l05e007.html,MANAKO,MANAKO,MANAKO,新しい今日のはじまり　今すぐベッド抜け出して静かな ...
休日<一発録れたて編>,https://j-lyric.net/artist/a04f81a/l01f264.html,ひいらぎ,恵梨香,恵梨香,明日は久々の休み　独り飲めない酒を飲んで浮かれ君を ...
休日シンデレラ,https://j-lyric.net/artist/a01cfc1/l023e32.html,スムルース,徳田憲治,徳田憲治,靴ずれのヒール脱ぎ捨てて 平日の魔法を解こうキミら ...
休日戦線異状なし,https://j-lyric.net/artist/a057d63/l03b9f1.html,nicoten,宮田航輔,廣瀬成仁,まだ開かないまぶたを　擦って遅く起きた朝ぺったんこ ...
休日前夜,https://j-lyric.net/artist/a051d93/l042552.html,D.W.ニコルズ,わたなべだいすけ,わたなべだいすけ,明日はやすみだから　キミと朝まで映画を観ようコンビ ...
休日ダイヤ,https://j-lyric.net/artist/a001d21/l01cc6c.html,キリンジ,堀込,堀込,横切るガブリオレは空の色カリフラワーのみどり児は僕 ...
休日の歌,https://j-lyric.net/artist/a059e27/l04488f.html,ヘクとパスカル,岩井俊二,岩井俊二,いつも すれちがいのふたりのスケジュールがなぜ ...
休日の歌(Viva La Vida),https://j-lyric.net/artist/a020e02/l001427.html,DELiGHTED MINT,DELiGHTED,U-SKE,(ラップ)Say what? Say what? Co ...
休日の王様,https://j-lyric.net/artist/a0023a7/l017d67.html,INSPi,北,奥村,さっき 何気ない風に とうさんがそう 口に出した  ...
休日の終わり,https://j-lyric.net/artist/a061598/l05051c.html,徳永憲,徳永憲,徳永憲,休日に僕は余分に寝たりしない上向いた朝日で自然と目 ...
休日の過ごし方,https://j-lyric.net/artist/a04ab25/l002de2.html,Love Lights Fields,TOSHITAKA,SATOSHI,リズムをとりながら少しスピードをあげてあの場所へ ...
休日の過ごし方,https://j-lyric.net/artist/a000afb/l01cc38.html,小泉今日子,小泉,藤原,日曜日のデートは大好きな自転車でほら　坂を ...
休日の過ごし方,https://j-lyric.net/artist/a058564/l04e519.html,KIRINJI,堀込高樹,堀込高樹,薄墨と白光　柔らか穏やかな cloudy...
休日のすゝめ,https://j-lyric.net/artist/a05bd40/l04ba71.html,関取花,関取花,関取花,休もう　休もう　ぜんぶ休もう考えることやめにしよう ...
休日、ひだまりのキッチンで,https://j-lyric.net/artist/a00261e/l02123f.html,浅香唯,川田多摩喜,コシ・ミハル,シャカシャカ　ボールで卵を泡だて砂糖は少し　ひかえ ...
九十九転び百起き,https://j-lyric.net/artist/a000775/l0103ca.html,BEGIN,BEGIN,BEGIN,俺もお前と同じさ同じようなもんさやっとつかまり ...
99番目の夜,https://j-lyric.net/artist/a00bdf1/l00d42e.html,PENICILLIN,HAKUEI,PENICILLIN,一秒でちぎれたボタン むせかえる ヴァニラの香り緩 ...
90%,https://j-lyric.net/artist/a052311/l01bf28.html,Amika,AMIKA,たつのすけ,通り過ぎた人達を束ねてもあなたの10％にも満たない ...
球状,https://j-lyric.net/artist/a05a5e5/l042c96.html,印象派,MIU,MIU,あぁもう繋いでた手はないなぁだんだん変わってくもん ...
急☆上☆Show!!,https://j-lyric.net/artist/a04ab16/l01ca69.html,関ジャニ∞,TAKESHI,TAKESHI,熱くなろうぜEverybody!!そうさ光は胸の中 ...
急上昇ガール,https://j-lyric.net/artist/a059c6c/l04af7b.html,夢みるアドレセンス,ジェーン・スー,末光篤,急上昇GIRLいい感じ　願いは叶うものよドキド ...
急上昇JUMP↑,https://j-lyric.net/artist/a05a629/l03bf91.html,きゅい～ん'ズ,小笠原朋美,TO-WEST,テレパシー感じているのなら今 ここで合図してほしい...
救助完了,https://j-lyric.net/artist/a04ac18/l003bff.html,橋幸夫&東京バナナボーイズ,宮下,東京バナナボーイズ,避暑地の恋なら 一夏で終わり喉もと過ぎれば 熱さを ...
給水塔,https://j-lyric.net/artist/a046094/l028b4a.html,メレンゲ,松本素生/クボケンジ,松本素生/クボケンジ,「幼いまま歳をとったなぁ」 かつて僕ら暮らしてた街の中 ...
給水塔,https://j-lyric.net/artist/a057ceb/l04807c.html,LIFriends,LIFriends,LIFriends,何もない田舎街 帰り道 夕暮れ思い出すのは あの頃 ...
救世Aργυρos,https://j-lyric.net/artist/a04ca5d/l0324dc.html,妖精帝國,YUI,紫煉,荒ぶる魂は祝福の口づけを安寧破られて創られた非日常 ...
救声,https://j-lyric.net/artist/a0582da/l04eb4f.html,Jin-Machine,featuring16,マジョリカ・マジョルカ・マジカル☆ひもり,I never suicide despair... ...
救世アルギュロス,https://j-lyric.net/artist/a04ca5d/l032425.html,妖精帝國,YUI,紫煉,荒ぶる魂は祝福の口づけを安寧破られて創られた非日常 ...
救世御霊教歌,https://j-lyric.net/artist/a065774/l05d973.html,アルラル(花澤香菜),nozomi*・Funk,MAMUSHI・Funk,Wow Oh Wow Oh Wow Oh　KANPAI ...
救世クライシス,https://j-lyric.net/artist/a0581f0/l02eb7f.html,要(諏訪部順一)/祈織(浪川大輔),くまのきよみ,onoken,人生の無常知ればNo Thanks!虚しいだけ救い ...
救世主,https://j-lyric.net/artist/a00717d/l01c9f8.html,柴田淳,柴田淳,柴田淳,空に何か蠢いている幻 白い影頭の中 写し出 ...
救世主,https://j-lyric.net/artist/a04ac97/l024593.html,RADWIMPS,野田洋次郎,野田洋次郎,君がいなくなったらきっと世界も終わるだって世界 ...
救世主,https://j-lyric.net/artist/a0605d6/l054103.html,CHRONICLE,loundraw,HIDEYA,振り返ればいつも多数決になれば誰かが挙げる手の森か ...
救世主,https://j-lyric.net/artist/a062c2a/l05d53d.html,月詠み,ユリイ・カノン,ユリイ・カノン,教えてくれ世界の在り方をこの人生の意味と使い方 ...
救世主,https://j-lyric.net/artist/a05f0ef/l05fbec.html,AAAMYYY,AAAMYYY,MONJOE・AAAMYYY,fair enough to breathe them ...
救世主☆テレパシー,https://j-lyric.net/artist/a059805/l034408.html,LOVEANDROID,吉岡大志,吉岡大志,時空を超越 ココに誕生 現る我らがテレパシー!...
-救世主 メシア-,https://j-lyric.net/artist/a000725/l008dca.html,Janne Da Arc,YASU,YASU,咲き乱れる汚れた治安 略奪にただ犯された血に染まる ...
急性ラブコール中毒 Part.1,https://j-lyric.net/artist/a04c372/l03ccf0.html,ファンキー加藤,ファンキー加藤/soundbreakers,ファンキー加藤/soundbreakers,オマエは男の中の男その希少価値まるで大トロ世の ...
急性ラブコール中毒 Part.2,https://j-lyric.net/artist/a04c372/l03c957.html,ファンキー加藤,ファンキー加藤,ファンキー加藤・田中隼人,はい、皆こちらを注目　８時じゃなくても全員集合全部 ...
急性ラブコール中毒 Part.3,https://j-lyric.net/artist/a04c372/l039948.html,ファンキー加藤,ファンキー加藤,ファンキー加藤/soundbreakers,賑わいだすウィークエンド浮き足立つ日本列島一人 ...
急性ラブコール中毒 Solo ver.,https://j-lyric.net/artist/a04c372/l04574a.html,ファンキー加藤,田中隼人・ファンキー加藤,"栗原暁(Jazzin'park)・前田佑(TinyVoice,Production)",嗚呼…夢を見てた　黒いカーテンの向こうもう止められ ...
休石,https://j-lyric.net/artist/a000701/l0384d2.html,中島みゆき,中島みゆき,中島みゆき,あなたが急に早足で　何か約束でも思い出したように登って ...
旧石器 PIZZA,https://j-lyric.net/artist/a05f439/l057c00.html,眉村ちあき,眉村ちあき,眉村ちあき,食べてこ食べてこ　旧石器ピザ食べてね食べてね　ご飯 ...
旧石器ベイベ feat. 足軽先生,https://j-lyric.net/artist/a04cfdf/l03b1bd.html,レキシ,いとうせいこう・池田貴史,池田貴史,旧石器　キミの旧石器　急接近　キミに急接近集団 ...
旧石器ベイベ feat. 足軽先生,https://j-lyric.net/artist/a04cfdf/l046f2e.html,レキシ,いとうせいこう・池田貴史,池田貴史,旧石器　キミの旧石器　急接近　キミに急接近集団 ...
キュウセッキン,https://j-lyric.net/artist/a061ac3/l05d5fb.html,ズカイ,まんくも,まんくも,やだなぁ15分後に　今年25回の遅刻作り笑顔に嫌気 ...
急接近,https://j-lyric.net/artist/a061ac3/l05d269.html,ズカイ,まんくも,まんくも,やだなぁ15分後に　今年25回の遅刻作り笑顔に嫌気 ...
急接近アプローチ,https://j-lyric.net/artist/a053f9e/l02137d.html,桐生三日月(大亀あすか),こだまさおり,山口朗彦,JIRI-JIRI　大胆にモーション自薦自薦　わた ...
急接近ラッキーDAYS,https://j-lyric.net/artist/a04d6ae/l02b8cb.html,南春香(佐藤利奈)/南夏奈(井上麻里奈)/南千秋(茅原実里),うらん,山口朗彦,つま先立ちで飛び込んでよろけちゃっても気にしない ...
休戦協定,https://j-lyric.net/artist/a0575bb/l03375d.html,NMB48(Team N),秋元康,you-me,Get back! Get back! Get bac ...
休戦協定,https://j-lyric.net/artist/a057563/l03386d.html,Team N(NMB48),秋元康,you-me,Get back！ Get back！ Get bac ...
窮鼠,https://j-lyric.net/artist/a05a3ed/l0607d7.html,ササノマリイ,ササノマリイ,ササノマリイ,窮鼠　猫を噛む　如くきっと　間違いの中の正解ってや ...
窮鼠(feat.mino),https://j-lyric.net/artist/a062776/l05a037.html,R+...,mino,mino,ただひっそり最下層の死に損ないさ　ソーリーまる ...
休息充電,https://j-lyric.net/artist/a066063/l05f49c.html,GLASGOW,いしわたり淳治・藤本栄太,アラタニ,何度も何度も叫んだ限界は　全開は　まだああ　こ ...
窮鼠猫を噛め,https://j-lyric.net/artist/a002642/l01004f.html,山崎まさよし,山崎,山崎,石橋たたいて渡る　退屈もてあましてる好きな女責めあ ...
キュウソネコカミ,https://j-lyric.net/artist/a058de3/l046f48.html,キュウソネコカミ,ヤマサキセイヤ,キュウソネコカミ,圧倒的な敗北感､それを上回る向上心でも凹む､実 ...
球体,https://j-lyric.net/artist/a04efc1/l02aae9.html,People In The Box,Hatano,People,球体に守られて だれもが痣だらけ球体に守られて だ ...
球体,https://j-lyric.net/artist/a05a115/l05e9ea.html,GOOD ON THE REEL,岡﨑広平,岡﨑広平,すれ違うの恐れて本音は声にならず刻一刻と過去に ...
球体,https://j-lyric.net/artist/a033b38/l05fa65.html,Sora,Sora,Sora・Sam,burn even the sun振った賽　No  ...
球体関節,https://j-lyric.net/artist/a053427/l02b031.html,キノコホテル,マリアンヌ東雲,マリアンヌ東雲,小首を傾げながら 壊れたように踊る繰り返すこのリズ ...
球体関節人形の夜,https://j-lyric.net/artist/a054e73/l036d81.html,野水いおり,大槻ケンヂ,橘高文彦,ああ球体関節人形よさぁ夜だもう一度　踊るよ...
球体関節人形の夜,https://j-lyric.net/artist/a002b56/l037ce4.html,筋肉少女帯,大槻ケンヂ,橘高文彦,ああ球体関節人形よさぁ夜だもう一度　踊るよ...
Qちゃん音頭 ～TV・アニメ「オバケのQ太郎」～,https://j-lyric.net/artist/a04bc64/l006a1a.html,TV・アニメ主題歌,及川,菊池俊輔,ボクはオバケだヒーローだQちゃん音頭でキュッキュッ ...
九ちゃん音頭,https://j-lyric.net/artist/a000c56/l004da1.html,坂本九,青島幸男,ダニー飯田,花が咲く時ゃ風が吹く月が出て来りゃ雲が出るとか ...
九ちゃんのズンタタッタ,https://j-lyric.net/artist/a000c56/l0144e2.html,坂本九,青島幸男,青島幸男,ズンタタッタ　ズンタタッタ　ズンタタッタ　ズン…… ...
九ちゃんの炭坑節,https://j-lyric.net/artist/a000c56/l046ce3.html,坂本九,福岡県民謡,福岡県民謡,月が出た出た　月が出たヨイヨイ三池炭鉱の上に出た　 ...
キューティーハニー,https://j-lyric.net/artist/a0006b2/l00268c.html,倖田來未,クロード・Q,渡辺岳夫,この頃 はやりの女の子お尻の小さな 女の子こっ ...
キューティーハニー,https://j-lyric.net/artist/a001faf/l012bd1.html,前川陽子,クロード・Q,渡辺岳夫,この頃はやりの　女の子おしりの小さな　女の子こ ...
キューティーハニー,https://j-lyric.net/artist/a0510cc/l02224c.html,ワイルド三人娘,クロード・Q,渡辺岳夫,everybody check it out! Tur ...
キューティーハニー,https://j-lyric.net/artist/a0567ba/l029244.html,きっす。,クロード・Q,渡辺岳夫,この頃はやりの 女の子おしりの小さな 女の子こ ...
キューティーハニー,https://j-lyric.net/artist/a056cda/l02a2c7.html,影山一郎,クロード・Q,渡辺岳夫,この頃はやりの　女の子おしりの小さな　女の子こ ...
キューティーハニー,https://j-lyric.net/artist/a059cf4/l0353b9.html,二代目アニメタル,クロード・Q,渡辺岳夫,この頃はやりの 女の子おしりの小さな 女の子こ ...
キューティーハニー,https://j-lyric.net/artist/a05654c/l0391b6.html,水谷千重子,クロード・Q,渡辺岳夫,この頃 はやりの女の子お尻の小さな 女の子こっ ...
キューティーハニー,https://j-lyric.net/artist/a05d21a/l041f0d.html,佐々木彩夏,クロード・Q,渡辺岳夫,(ハニー　ハニー)この頃　はやりの女の子お ...
キューティーハニー(CUTIE HONEY -TEARS- ver.),https://j-lyric.net/artist/a059143/l03c373.html,西内まりや,クロード・Q,渡辺岳夫,この頃　はやりの女の子お尻の小さな　女の子こっ ...
キューティパイ,https://j-lyric.net/artist/a00734c/l04725b.html,THE BLUE HEARTS,真島昌利,真島昌利,3.1 4 1 5 9 2 6 5 3 58  ...
キューティーフォン,https://j-lyric.net/artist/a04accb/l0049bc.html,ANATAKIKOU,北條,北條,出て来た時と同じバスを 拾う右手 もう見えない...
九天の花,https://j-lyric.net/artist/a0583aa/l05de84.html,KEYTALK,首藤義勝,首藤義勝,さらさら奏でるは　心の旋律思い愁い　よみがえり　ま ...
キュートなカノジョ,https://j-lyric.net/artist/a04b6f7/l057894.html,IZUMI,syudou,syudou,ねぇアナタには見えない事ばかりアタシは見えている事 ...
キュートなカノジョ,https://j-lyric.net/artist/a0638dd/l057919.html,PALETTE5,syudou,syudou,ねぇアナタには見えない事ばかりアタシは見えている事 ...
キュートなカノジョ,https://j-lyric.net/artist/a0631c0/l057ee7.html,超学生,syudou,syudou,ねぇアナタには見えない事ばかりアタシは見えている事 ...
キュートなカノジョ,https://j-lyric.net/artist/a062e3b/l064911.html,25時、ナイトコードで。,syudou,syudou,ねぇアナタには見えない事ばかりアタシは見えている事 ...
キュート・ポップ,https://j-lyric.net/artist/a04f34a/l0391cd.html,ヒゲドライバー,ヒゲドライバー,ヒゲドライバー,言ったり黙ったり飲んだりこぼしたり明るく情緒不 ...
救難戦争,https://j-lyric.net/artist/a059751/l0340cd.html,HOWL BE QUIET,Kota,Kota,美しいほど 残酷な未来で何を思ったか 明日を待つよ ...
急に石が飛んできて/Rhapsody Falls/罪,https://j-lyric.net/artist/a0548fc/l02339d.html,PERIDOTS,タカハシコウキ,タカハシコウキ,急に石が飛んできて僕に演奏を止めろと言う無理な ...
928,https://j-lyric.net/artist/a00239d/l046fc9.html,ZIGGY,J.Morishige,N.Toshiro,無い物ねだりの俺は　おまえにとってただの Daydre ...
